female,day,line,offspring,treatment,pop,obs
34,8,M703,104,rival,wild,O799
92,8,M596,104,rival,wild,O800
60,8,M900,106,rival,wild,O801
120,8,M900,106,rival,wild,O802
48,8,M900,107,rival,wild,O803
118,8,M703,108,rival,wild,O804
2,8,M239,110,rival,wild,O805
38,8,M239,111,rival,wild,O806
46,8,M703,111,rival,wild,O807
54,8,M395,111,rival,wild,O808
10,8,M703,112,rival,wild,O809
56,8,M596,112,rival,wild,O810
32,8,M596,115,rival,wild,O811
6,8,M395,118,rival,wild,O812
58,8,M703,119,rival,wild,O813
62,8,M239,119,rival,wild,O814
70,8,M703,120,rival,wild,O815
74,8,M239,120,rival,wild,O816
96,8,M900,121,rival,wild,O817
8,8,M596,123,rival,wild,O818
14,8,M239,123,rival,wild,O819
50,8,M239,123,rival,wild,O820
116,8,M596,125,rival,wild,O821
78,8,M395,130,rival,wild,O822
110,8,M239,133,rival,wild,O823
24,8,M900,136,rival,wild,O824
186,10,M395,0,rival,iv,O825
130,10,M703,8,rival,iv,O826
140,10,M596,10,rival,iv,O827
192,10,M900,19,rival,iv,O828
190,10,M703,21,rival,iv,O829
146,10,M239,41,rival,iv,O830
206,10,M239,44,rival,iv,O831
162,10,M395,49,rival,iv,O832
127,10,M596,50,single,iv,O833
145,10,M239,52,single,iv,O834
197,10,M395,52,single,iv,O835
164,10,M596,54,rival,iv,O836
169,10,M239,57,single,iv,O837
158,10,M239,60,rival,iv,O838
131,10,M900,62,single,iv,O839
200,10,M596,64,rival,iv,O840
168,10,M900,66,rival,iv,O841
173,10,M395,68,single,iv,O842
220,10,M315,69,rival,iv,O843
138,10,M395,70,rival,iv,O844
167,10,M900,70,single,iv,O845
221,10,M395,71,single,iv,O846
128,10,M596,72,rival,iv,O847
132,10,M900,73,rival,iv,O848
163,10,M596,73,single,iv,O849
155,10,M900,74,single,iv,O850
210,10,M395,79,rival,iv,O851
144,10,M900,80,rival,iv,O852
122,10,M239,84,rival,iv,O853
165,10,M703,84,single,iv,O854
180,10,M900,86,rival,iv,O855
142,10,M703,87,rival,iv,O856
201,10,M703,88,single,iv,O857
228,10,M900,88,rival,iv,O858
148,10,M315,90,rival,iv,O859
156,10,M900,90,rival,iv,O860
214,10,M703,91,rival,iv,O861
125,10,M395,92,single,iv,O862
137,10,M395,92,single,iv,O863
149,10,M395,92,single,iv,O864
141,10,M703,93,single,iv,O865
126,10,M395,94,rival,iv,O866
213,10,M703,96,single,iv,O867
170,10,M239,100,rival,iv,O868
198,10,M395,101,rival,iv,O869
136,10,M315,102,rival,iv,O870
166,10,M703,102,rival,iv,O871
235,10,M596,102,single,iv,O872
147,10,M315,103,single,iv,O873
179,10,M900,103,single,iv,O874
240,10,M900,103,rival,iv,O875
183,10,M315,104,single,iv,O876
189,10,M703,104,single,iv,O877
211,10,M596,104,single,iv,O878
134,10,M239,106,rival,iv,O879
150,10,M395,106,rival,iv,O880
230,10,M239,106,rival,iv,O881
237,10,M703,106,single,iv,O882
121,10,M239,110,single,iv,O883
194,10,M239,110,rival,iv,O884
143,10,M900,111,single,iv,O885
234,10,M395,111,rival,iv,O886
139,10,M596,112,single,iv,O887
159,10,M315,112,single,iv,O888
181,10,M239,112,single,iv,O889
187,10,M596,112,single,iv,O890
231,10,M315,112,single,iv,O891
239,10,M900,112,single,iv,O892
191,10,M900,113,single,iv,O893
204,10,M900,113,rival,iv,O894
218,10,M239,114,rival,iv,O895
224,10,M596,114,rival,iv,O896
188,10,M596,115,rival,iv,O897
124,10,M315,116,rival,iv,O898
193,10,M239,116,single,iv,O899
196,10,M315,118,rival,iv,O900
236,10,M596,118,rival,iv,O901
161,10,M395,120,single,iv,O902
129,10,M703,121,single,iv,O903
184,10,M315,122,rival,iv,O904
215,10,M900,122,single,iv,O905
154,10,M703,123,rival,iv,O906
217,10,M239,123,single,iv,O907
133,10,M239,124,single,iv,O908
203,10,M900,124,single,iv,O909
160,10,M315,126,rival,iv,O910
175,10,M596,126,single,iv,O911
222,10,M395,126,rival,iv,O912
227,10,M900,128,single,iv,O913
123,10,M315,130,single,iv,O914
233,10,M395,130,single,iv,O915
209,10,M395,135,single,iv,O916
207,10,M315,136,single,iv,O917
151,10,M596,139,single,iv,O918
199,10,M596,145,single,iv,O919
135,10,M315,148,single,iv,O920
174,10,M395,152,rival,iv,O921
157,10,M239,168,single,iv,O922
49,10,M239,26,single,wild,O923
33,10,M703,35,single,wild,O924
91,10,M596,37,single,wild,O925
95,10,M900,66,single,wild,O926
97,10,M239,93,single,wild,O927
7,10,M596,98,single,wild,O928
39,10,M315,101,single,wild,O929
65,10,M395,101,single,wild,O930
89,10,M395,104,single,wild,O931
27,10,M315,109,single,wild,O932
101,10,M395,109,single,wild,O933
73,10,M239,110,single,wild,O934
5,10,M395,112,single,wild,O935
99,10,M315,112,single,wild,O936
51,10,M315,114,single,wild,O937
61,10,M239,115,single,wild,O938
57,10,M703,117,single,wild,O939
117,10,M703,117,single,wild,O940
83,10,M900,119,single,wild,O941
103,10,M596,119,single,wild,O942
109,10,M239,120,single,wild,O943
17,10,M395,121,single,wild,O944
41,10,M395,121,single,wild,O945
43,10,M596,121,single,wild,O946
45,10,M703,121,single,wild,O947
3,10,M315,123,single,wild,O948
29,10,M395,124,single,wild,O949
77,10,M395,124,single,wild,O950
69,10,M703,125,single,wild,O951
113,10,M395,125,single,wild,O952
11,10,M900,126,single,wild,O953
13,10,M239,126,single,wild,O954
15,10,M315,126,single,wild,O955
105,10,M703,126,single,wild,O956
25,10,M239,127,single,wild,O957
81,10,M703,127,single,wild,O958
21,10,M703,129,single,wild,O959
55,10,M596,129,single,wild,O960
115,10,M596,129,single,wild,O961
107,10,M900,130,single,wild,O962
71,10,M900,131,single,wild,O963
79,10,M596,132,single,wild,O964
37,10,M239,133,single,wild,O965
53,10,M395,135,single,wild,O966
9,10,M703,137,single,wild,O967
47,10,M900,137,single,wild,O968
67,10,M596,139,single,wild,O969
59,10,M900,142,single,wild,O970
31,10,M596,146,single,wild,O971
19,10,M596,148,single,wild,O972
119,10,M900,152,single,wild,O973
35,10,M900,153,single,wild,O974
85,10,M239,153,single,wild,O975
1,10,M239,154,single,wild,O976
87,10,M315,154,single,wild,O977
75,10,M315,155,single,wild,O978
23,10,M900,164,single,wild,O979
93,10,M703,166,single,wild,O980
63,10,M315,167,single,wild,O981
88,10,M315,21,rival,wild,O982
100,10,M315,66,rival,wild,O983
8,10,M596,90,rival,wild,O984
96,10,M900,102,rival,wild,O985
26,10,M239,103,rival,wild,O986
68,10,M596,103,rival,wild,O987
46,10,M703,113,rival,wild,O988
52,10,M315,113,rival,wild,O989
76,10,M315,117,rival,wild,O990
42,10,M395,118,rival,wild,O991
80,10,M596,119,rival,wild,O992
72,10,M900,120,rival,wild,O993
106,10,M703,120,rival,wild,O994
18,10,M395,122,rival,wild,O995
112,10,M315,123,rival,wild,O996
28,10,M315,126,rival,wild,O997
74,10,M239,126,rival,wild,O998
102,10,M395,126,rival,wild,O999
84,10,M900,128,rival,wild,O1000
10,10,M703,130,rival,wild,O1001
118,10,M703,130,rival,wild,O1002
70,10,M703,131,rival,wild,O1003
12,10,M900,132,rival,wild,O1004
20,10,M596,132,rival,wild,O1005
86,10,M239,132,rival,wild,O1006
94,10,M703,132,rival,wild,O1007
114,10,M395,132,rival,wild,O1008
98,10,M239,134,rival,wild,O1009
16,10,M315,136,rival,wild,O1010
56,10,M596,136,rival,wild,O1011
116,10,M596,136,rival,wild,O1012
22,10,M703,137,rival,wild,O1013
90,10,M395,137,rival,wild,O1014
40,10,M315,138,rival,wild,O1015
2,10,M239,139,rival,wild,O1016
54,10,M395,139,rival,wild,O1017
62,10,M239,139,rival,wild,O1018
14,10,M239,140,rival,wild,O1019
78,10,M395,140,rival,wild,O1020
32,10,M596,141,rival,wild,O1021
48,10,M900,141,rival,wild,O1022
64,10,M315,141,rival,wild,O1023
4,10,M315,142,rival,wild,O1024
24,10,M900,142,rival,wild,O1025
92,10,M596,143,rival,wild,O1026
82,10,M703,144,rival,wild,O1027
6,10,M395,145,rival,wild,O1028
50,10,M239,145,rival,wild,O1029
108,10,M900,145,rival,wild,O1030
110,10,M239,145,rival,wild,O1031
30,10,M395,151,rival,wild,O1032
58,10,M703,151,rival,wild,O1033
34,10,M703,152,rival,wild,O1034
44,10,M596,154,rival,wild,O1035
36,10,M900,156,rival,wild,O1036
60,10,M900,161,rival,wild,O1037
38,10,M239,165,rival,wild,O1038
120,10,M900,166,rival,wild,O1039
144,12,M900,0,rival,iv,O1040
186,12,M395,0,rival,iv,O1041
145,12,M239,4,single,iv,O1042
127,12,M596,6,single,iv,O1043
192,12,M900,7,rival,iv,O1044
132,12,M900,15,rival,iv,O1045
169,12,M239,23,single,iv,O1046
158,12,M239,26,rival,iv,O1047
164,12,M596,28,rival,iv,O1048
131,12,M900,29,single,iv,O1049
128,12,M596,31,rival,iv,O1050
138,12,M395,33,rival,iv,O1051
155,12,M900,33,single,iv,O1052
179,12,M900,36,single,iv,O1053
175,12,M596,37,single,iv,O1054
140,12,M596,40,rival,iv,O1055
197,12,M395,42,single,iv,O1056
211,12,M596,43,single,iv,O1057
130,12,M703,45,rival,iv,O1058
163,12,M596,45,single,iv,O1059
189,12,M703,48,single,iv,O1060
188,12,M596,49,rival,iv,O1061
200,12,M596,50,rival,iv,O1062
220,12,M315,55,rival,iv,O1063
227,12,M900,59,single,iv,O1064
133,12,M239,62,single,iv,O1065
201,12,M703,63,single,iv,O1066
165,12,M703,65,single,iv,O1067
168,12,M900,65,rival,iv,O1068
206,12,M239,66,rival,iv,O1069
139,12,M596,67,single,iv,O1070
199,12,M596,68,single,iv,O1071
191,12,M900,70,single,iv,O1072
167,12,M900,74,single,iv,O1073
121,12,M239,77,single,iv,O1074
136,12,M315,77,rival,iv,O1075
156,12,M900,77,rival,iv,O1076
174,12,M395,78,rival,iv,O1077
218,12,M239,79,rival,iv,O1078
146,12,M239,81,rival,iv,O1079
173,12,M395,81,single,iv,O1080
183,12,M315,82,single,iv,O1081
221,12,M395,83,single,iv,O1082
147,12,M315,84,single,iv,O1083
203,12,M900,85,single,iv,O1084
141,12,M703,86,single,iv,O1085
142,12,M703,88,rival,iv,O1086
215,12,M900,88,single,iv,O1087
137,12,M395,90,single,iv,O1088
224,12,M596,90,rival,iv,O1089
230,12,M239,92,rival,iv,O1090
235,12,M596,92,single,iv,O1091
181,12,M239,93,single,iv,O1092
222,12,M395,93,rival,iv,O1093
228,12,M900,93,rival,iv,O1094
236,12,M596,93,rival,iv,O1095
166,12,M703,96,rival,iv,O1096
190,12,M703,96,rival,iv,O1097
214,12,M703,98,rival,iv,O1098
149,12,M395,100,single,iv,O1099
210,12,M395,100,rival,iv,O1100
143,12,M900,101,single,iv,O1101
187,12,M596,101,single,iv,O1102
162,12,M395,102,rival,iv,O1103
196,12,M315,102,rival,iv,O1104
198,12,M395,103,rival,iv,O1105
234,12,M395,104,rival,iv,O1106
124,12,M315,105,rival,iv,O1107
193,12,M239,108,single,iv,O1108
151,12,M596,109,single,iv,O1109
150,12,M395,110,rival,iv,O1110
134,12,M239,112,rival,iv,O1111
126,12,M395,113,rival,iv,O1112
122,12,M239,118,rival,iv,O1113
204,12,M900,119,rival,iv,O1114
217,12,M239,120,single,iv,O1115
184,12,M315,121,rival,iv,O1116
154,12,M703,122,rival,iv,O1117
161,12,M395,122,single,iv,O1118
207,12,M315,122,single,iv,O1119
237,12,M703,122,single,iv,O1120
231,12,M315,123,single,iv,O1121
125,12,M395,124,single,iv,O1122
148,12,M315,126,rival,iv,O1123
180,12,M900,126,rival,iv,O1124
239,12,M900,126,single,iv,O1125
160,12,M315,128,rival,iv,O1126
170,12,M239,128,rival,iv,O1127
209,12,M395,128,single,iv,O1128
135,12,M315,129,single,iv,O1129
233,12,M395,131,single,iv,O1130
123,12,M315,135,single,iv,O1131
157,12,M239,138,single,iv,O1132
49,12,M239,14,single,wild,O1133
21,12,M703,16,single,wild,O1134
15,12,M315,29,single,wild,O1135
33,12,M703,29,single,wild,O1136
119,12,M900,49,single,wild,O1137
23,12,M900,64,single,wild,O1138
87,12,M315,76,single,wild,O1139
101,12,M395,76,single,wild,O1140
27,12,M315,78,single,wild,O1141
113,12,M395,83,single,wild,O1142
73,12,M239,84,single,wild,O1143
7,12,M596,89,single,wild,O1144
65,12,M395,94,single,wild,O1145
81,12,M703,95,single,wild,O1146
105,12,M703,96,single,wild,O1147
25,12,M239,97,single,wild,O1148
89,12,M395,98,single,wild,O1149
79,12,M596,99,single,wild,O1150
11,12,M900,101,single,wild,O1151
45,12,M703,102,single,wild,O1152
41,12,M395,104,single,wild,O1153
5,12,M395,106,single,wild,O1154
51,12,M315,106,single,wild,O1155
37,12,M239,108,single,wild,O1156
57,12,M703,109,single,wild,O1157
95,12,M900,109,single,wild,O1158
61,12,M239,110,single,wild,O1159
3,12,M315,112,single,wild,O1160
55,12,M596,112,single,wild,O1161
115,12,M596,114,single,wild,O1162
71,12,M900,120,single,wild,O1163
17,12,M395,125,single,wild,O1164
39,12,M315,126,single,wild,O1165
83,12,M900,126,single,wild,O1166
43,12,M596,127,single,wild,O1167
31,12,M596,133,single,wild,O1168
69,12,M703,133,single,wild,O1169
103,12,M596,134,single,wild,O1170
77,12,M395,136,single,wild,O1171
85,12,M239,136,single,wild,O1172
47,12,M900,137,single,wild,O1173
19,12,M596,138,single,wild,O1174
117,12,M703,139,single,wild,O1175
63,12,M315,140,single,wild,O1176
97,12,M239,142,single,wild,O1177
109,12,M239,143,single,wild,O1178
13,12,M239,144,single,wild,O1179
29,12,M395,146,single,wild,O1180
59,12,M900,147,single,wild,O1181
93,12,M703,154,single,wild,O1182
67,12,M596,158,single,wild,O1183
99,12,M315,158,single,wild,O1184
107,12,M900,162,single,wild,O1185
1,12,M239,163,single,wild,O1186
75,12,M315,163,single,wild,O1187
9,12,M703,164,single,wild,O1188
35,12,M900,167,single,wild,O1189
53,12,M395,169,single,wild,O1190
100,12,M315,28,rival,wild,O1191
26,12,M239,55,rival,wild,O1192
28,12,M315,55,rival,wild,O1193
6,12,M395,59,rival,wild,O1194
14,12,M239,59,rival,wild,O1195
112,12,M315,61,rival,wild,O1196
20,12,M596,66,rival,wild,O1197
34,12,M703,67,rival,wild,O1198
106,12,M703,69,rival,wild,O1199
58,12,M703,78,rival,wild,O1200
90,12,M395,81,rival,wild,O1201
4,12,M315,89,rival,wild,O1202
114,12,M395,89,rival,wild,O1203
30,12,M395,91,rival,wild,O1204
88,12,M315,103,rival,wild,O1205
120,12,M900,103,rival,wild,O1206
22,12,M703,104,rival,wild,O1207
84,12,M900,104,rival,wild,O1208
52,12,M315,106,rival,wild,O1209
8,12,M596,108,rival,wild,O1210
40,12,M315,108,rival,wild,O1211
92,12,M596,109,rival,wild,O1212
46,12,M703,113,rival,wild,O1213
80,12,M596,115,rival,wild,O1214
74,12,M239,116,rival,wild,O1215
76,12,M315,117,rival,wild,O1216
18,12,M395,118,rival,wild,O1217
16,12,M315,120,rival,wild,O1218
10,12,M703,121,rival,wild,O1219
64,12,M315,122,rival,wild,O1220
24,12,M900,124,rival,wild,O1221
12,12,M900,126,rival,wild,O1222
68,12,M596,126,rival,wild,O1223
60,12,M900,127,rival,wild,O1224
82,12,M703,127,rival,wild,O1225
86,12,M239,128,rival,wild,O1226
54,12,M395,129,rival,wild,O1227
102,12,M395,129,rival,wild,O1228
72,12,M900,132,rival,wild,O1229
44,12,M596,135,rival,wild,O1230
62,12,M239,136,rival,wild,O1231
118,12,M703,136,rival,wild,O1232
94,12,M703,137,rival,wild,O1233
2,12,M239,138,rival,wild,O1234
70,12,M703,139,rival,wild,O1235
42,12,M395,140,rival,wild,O1236
32,12,M596,141,rival,wild,O1237
96,12,M900,141,rival,wild,O1238
78,12,M395,142,rival,wild,O1239
38,12,M239,143,rival,wild,O1240
108,12,M900,144,rival,wild,O1241
98,12,M239,145,rival,wild,O1242
56,12,M596,149,rival,wild,O1243
110,12,M239,152,rival,wild,O1244
116,12,M596,153,rival,wild,O1245
48,12,M900,154,rival,wild,O1246
50,12,M239,166,rival,wild,O1247
36,12,M900,172,rival,wild,O1248
132,14,M900,0,rival,iv,O1249
140,14,M596,0,rival,iv,O1250
175,14,M596,0,single,iv,O1251
220,14,M315,0,rival,iv,O1252
230,14,M239,0,rival,iv,O1253
145,14,M239,1,single,iv,O1254
192,14,M900,1,rival,iv,O1255
130,14,M703,2,rival,iv,O1256
203,14,M900,3,single,iv,O1257
200,14,M596,4,rival,iv,O1258
127,14,M596,6,single,iv,O1259
190,14,M703,6,rival,iv,O1260
169,14,M239,11,single,iv,O1261
224,14,M596,16,rival,iv,O1262
138,14,M395,17,rival,iv,O1263
208,14,M315,17,rival,iv,O1264
128,14,M596,18,rival,iv,O1265
139,14,M596,18,single,iv,O1266
189,14,M703,21,single,iv,O1267
164,14,M596,22,rival,iv,O1268
221,14,M395,24,single,iv,O1269
131,14,M900,25,single,iv,O1270
168,14,M900,26,rival,iv,O1271
163,14,M596,28,single,iv,O1272
193,14,M239,30,single,iv,O1273
137,14,M395,32,single,iv,O1274
197,14,M395,33,single,iv,O1275
133,14,M239,44,single,iv,O1276
181,14,M239,44,single,iv,O1277
228,14,M900,44,rival,iv,O1278
234,14,M395,46,rival,iv,O1279
162,14,M395,49,rival,iv,O1280
136,14,M315,51,rival,iv,O1281
149,14,M395,54,single,iv,O1282
199,14,M596,56,single,iv,O1283
165,14,M703,58,single,iv,O1284
201,14,M703,59,single,iv,O1285
191,14,M900,60,single,iv,O1286
122,14,M239,61,rival,iv,O1287
125,14,M395,63,single,iv,O1288
166,14,M703,63,rival,iv,O1289
211,14,M596,64,single,iv,O1290
142,14,M703,67,rival,iv,O1291
167,14,M900,67,single,iv,O1292
214,14,M703,67,rival,iv,O1293
143,14,M900,72,single,iv,O1294
156,14,M900,72,rival,iv,O1295
215,14,M900,72,single,iv,O1296
222,14,M395,72,rival,iv,O1297
158,14,M239,74,rival,iv,O1298
218,14,M239,75,rival,iv,O1299
147,14,M315,76,single,iv,O1300
141,14,M703,77,single,iv,O1301
170,14,M239,79,rival,iv,O1302
146,14,M239,80,rival,iv,O1303
157,14,M239,80,single,iv,O1304
188,14,M596,80,rival,iv,O1305
124,14,M315,82,rival,iv,O1306
144,14,M900,82,rival,iv,O1307
174,14,M395,82,rival,iv,O1308
126,14,M395,84,rival,iv,O1309
187,14,M596,84,single,iv,O1310
196,14,M315,87,rival,iv,O1311
134,14,M239,91,rival,iv,O1312
210,14,M395,94,rival,iv,O1313
237,14,M703,94,single,iv,O1314
173,14,M395,95,single,iv,O1315
179,14,M900,95,single,iv,O1316
227,14,M900,97,single,iv,O1317
198,14,M395,99,rival,iv,O1318
160,14,M315,101,rival,iv,O1319
207,14,M315,102,single,iv,O1320
235,14,M596,102,single,iv,O1321
135,14,M315,103,single,iv,O1322
204,14,M900,108,rival,iv,O1323
150,14,M395,110,rival,iv,O1324
154,14,M703,110,rival,iv,O1325
183,14,M315,110,single,iv,O1326
184,14,M315,111,rival,iv,O1327
151,14,M596,112,single,iv,O1328
161,14,M395,112,single,iv,O1329
148,14,M315,115,rival,iv,O1330
239,14,M900,115,single,iv,O1331
180,14,M900,119,rival,iv,O1332
217,14,M239,121,single,iv,O1333
123,14,M315,124,single,iv,O1334
231,14,M315,124,single,iv,O1335
233,14,M395,130,single,iv,O1336
49,14,M239,0,single,wild,O1337
83,14,M900,2,single,wild,O1338
23,14,M900,12,single,wild,O1339
89,14,M395,29,single,wild,O1340
33,14,M703,34,single,wild,O1341
73,14,M239,36,single,wild,O1342
67,14,M596,45,single,wild,O1343
95,14,M900,45,single,wild,O1344
61,14,M239,48,single,wild,O1345
79,14,M596,52,single,wild,O1346
93,14,M703,63,single,wild,O1347
105,14,M703,63,single,wild,O1348
41,14,M395,67,single,wild,O1349
57,14,M703,73,single,wild,O1350
29,14,M395,81,single,wild,O1351
45,14,M703,82,single,wild,O1352
5,14,M395,83,single,wild,O1353
87,14,M315,84,single,wild,O1354
117,14,M703,88,single,wild,O1355
25,14,M239,89,single,wild,O1356
115,14,M596,90,single,wild,O1357
65,14,M395,92,single,wild,O1358
11,14,M900,98,single,wild,O1359
9,14,M703,99,single,wild,O1360
63,14,M315,100,single,wild,O1361
47,14,M900,102,single,wild,O1362
53,14,M395,105,single,wild,O1363
21,14,M703,107,single,wild,O1364
27,14,M315,109,single,wild,O1365
71,14,M900,109,single,wild,O1366
101,14,M395,109,single,wild,O1367
7,14,M596,112,single,wild,O1368
51,14,M315,112,single,wild,O1369
69,14,M703,112,single,wild,O1370
43,14,M596,114,single,wild,O1371
17,14,M395,115,single,wild,O1372
59,14,M900,116,single,wild,O1373
37,14,M239,117,single,wild,O1374
31,14,M596,119,single,wild,O1375
113,14,M395,119,single,wild,O1376
55,14,M596,120,single,wild,O1377
103,14,M596,121,single,wild,O1378
81,14,M703,122,single,wild,O1379
119,14,M900,122,single,wild,O1380
77,14,M395,125,single,wild,O1381
3,14,M315,129,single,wild,O1382
13,14,M239,132,single,wild,O1383
99,14,M315,134,single,wild,O1384
109,14,M239,134,single,wild,O1385
97,14,M239,136,single,wild,O1386
85,14,M239,142,single,wild,O1387
35,14,M900,144,single,wild,O1388
39,14,M315,145,single,wild,O1389
19,14,M596,148,single,wild,O1390
1,14,M239,149,single,wild,O1391
75,14,M315,149,single,wild,O1392
15,14,M315,155,single,wild,O1393
107,14,M900,162,single,wild,O1394
90,14,M395,4,rival,wild,O1395
26,14,M239,12,rival,wild,O1396
108,14,M900,36,rival,wild,O1397
56,14,M596,57,rival,wild,O1398
62,14,M239,70,rival,wild,O1399
10,14,M703,71,rival,wild,O1400
106,14,M703,77,rival,wild,O1401
74,14,M239,78,rival,wild,O1402
100,14,M315,78,rival,wild,O1403
34,14,M703,84,rival,wild,O1404
76,14,M315,87,rival,wild,O1405
68,14,M596,88,rival,wild,O1406
18,14,M395,92,rival,wild,O1407
86,14,M239,92,rival,wild,O1408
72,14,M900,96,rival,wild,O1409
116,14,M596,97,rival,wild,O1410
96,14,M900,98,rival,wild,O1411
112,14,M315,98,rival,wild,O1412
46,14,M703,103,rival,wild,O1413
114,14,M395,103,rival,wild,O1414
20,14,M596,104,rival,wild,O1415
8,14,M596,106,rival,wild,O1416
92,14,M596,107,rival,wild,O1417
24,14,M900,108,rival,wild,O1418
118,14,M703,109,rival,wild,O1419
64,14,M315,110,rival,wild,O1420
6,14,M395,112,rival,wild,O1421
4,14,M315,113,rival,wild,O1422
52,14,M315,113,rival,wild,O1423
28,14,M315,114,rival,wild,O1424
80,14,M596,114,rival,wild,O1425
84,14,M900,118,rival,wild,O1426
44,14,M596,121,rival,wild,O1427
88,14,M315,121,rival,wild,O1428
2,14,M239,122,rival,wild,O1429
58,14,M703,123,rival,wild,O1430
102,14,M395,123,rival,wild,O1431
16,14,M315,124,rival,wild,O1432
120,14,M900,126,rival,wild,O1433
98,14,M239,128,rival,wild,O1434
40,14,M315,129,rival,wild,O1435
60,14,M900,129,rival,wild,O1436
22,14,M703,130,rival,wild,O1437
94,14,M703,130,rival,wild,O1438
70,14,M703,131,rival,wild,O1439
32,14,M596,132,rival,wild,O1440
42,14,M395,132,rival,wild,O1441
54,14,M395,132,rival,wild,O1442
12,14,M900,133,rival,wild,O1443
82,14,M703,138,rival,wild,O1444
38,14,M239,145,rival,wild,O1445
30,14,M395,146,rival,wild,O1446
110,14,M239,148,rival,wild,O1447
48,14,M900,149,rival,wild,O1448
78,14,M395,156,rival,wild,O1449
50,14,M239,162,rival,wild,O1450
14,14,M239,163,rival,wild,O1451
36,14,M900,171,rival,wild,O1452
125,16,M395,0,single,iv,O1453
133,16,M239,0,single,iv,O1454
136,16,M315,0,rival,iv,O1455
158,16,M239,0,rival,iv,O1456
168,16,M900,0,rival,iv,O1457
175,16,M596,0,single,iv,O1458
190,16,M703,0,rival,iv,O1459
192,16,M900,0,rival,iv,O1460
220,16,M315,0,rival,iv,O1461
189,16,M703,1,single,iv,O1462
132,16,M900,2,rival,iv,O1463
222,16,M395,3,rival,iv,O1464
128,16,M596,5,rival,iv,O1465
140,16,M596,5,rival,iv,O1466
206,16,M239,9,rival,iv,O1467
228,16,M900,9,rival,iv,O1468
131,16,M900,14,single,iv,O1469
169,16,M239,14,single,iv,O1470
197,16,M395,16,single,iv,O1471
139,16,M596,18,single,iv,O1472
161,16,M395,19,single,iv,O1473
137,16,M395,22,single,iv,O1474
146,16,M239,23,rival,iv,O1475
224,16,M596,26,rival,iv,O1476
164,16,M596,29,rival,iv,O1477
179,16,M900,34,single,iv,O1478
199,16,M596,36,single,iv,O1479
160,16,M315,37,rival,iv,O1480
211,16,M596,38,single,iv,O1481
167,16,M900,41,single,iv,O1482
200,16,M596,41,rival,iv,O1483
234,16,M395,41,rival,iv,O1484
124,16,M315,46,rival,iv,O1485
215,16,M900,49,single,iv,O1486
142,16,M703,50,rival,iv,O1487
156,16,M900,50,rival,iv,O1488
163,16,M596,51,single,iv,O1489
147,16,M315,52,single,iv,O1490
210,16,M395,52,rival,iv,O1491
135,16,M315,53,single,iv,O1492
162,16,M395,55,rival,iv,O1493
196,16,M315,57,rival,iv,O1494
235,16,M596,61,single,iv,O1495
239,16,M900,61,single,iv,O1496
143,16,M900,62,single,iv,O1497
141,16,M703,63,single,iv,O1498
188,16,M596,63,rival,iv,O1499
165,16,M703,65,single,iv,O1500
166,16,M703,66,rival,iv,O1501
149,16,M395,70,single,iv,O1502
148,16,M315,74,rival,iv,O1503
187,16,M596,74,single,iv,O1504
230,16,M239,76,rival,iv,O1505
173,16,M395,80,single,iv,O1506
207,16,M315,82,single,iv,O1507
123,16,M315,83,single,iv,O1508
191,16,M900,83,single,iv,O1509
227,16,M900,87,single,iv,O1510
233,16,M395,87,single,iv,O1511
193,16,M239,89,single,iv,O1512
183,16,M315,93,single,iv,O1513
218,16,M239,94,rival,iv,O1514
170,16,M239,95,rival,iv,O1515
134,16,M239,96,rival,iv,O1516
204,16,M900,96,rival,iv,O1517
237,16,M703,100,single,iv,O1518
217,16,M239,101,single,iv,O1519
126,16,M395,103,rival,iv,O1520
184,16,M315,104,rival,iv,O1521
154,16,M703,105,rival,iv,O1522
150,16,M395,108,rival,iv,O1523
151,16,M596,108,single,iv,O1524
180,16,M900,111,rival,iv,O1525
138,16,M395,113,rival,iv,O1526
174,16,M395,117,rival,iv,O1527
122,16,M239,118,rival,iv,O1528
157,16,M239,119,single,iv,O1529
231,16,M315,133,single,iv,O1530
23,16,M900,0,single,wild,O1531
31,16,M596,2,single,wild,O1532
57,16,M703,8,single,wild,O1533
33,16,M703,23,single,wild,O1534
51,16,M315,24,single,wild,O1535
61,16,M239,25,single,wild,O1536
9,16,M703,26,single,wild,O1537
79,16,M596,27,single,wild,O1538
103,16,M596,35,single,wild,O1539
3,16,M315,50,single,wild,O1540
101,16,M395,50,single,wild,O1541
37,16,M239,55,single,wild,O1542
5,16,M395,71,single,wild,O1543
47,16,M900,72,single,wild,O1544
45,16,M703,77,single,wild,O1545
11,16,M900,81,single,wild,O1546
75,16,M315,81,single,wild,O1547
89,16,M395,84,single,wild,O1548
43,16,M596,89,single,wild,O1549
55,16,M596,92,single,wild,O1550
25,16,M239,93,single,wild,O1551
41,16,M395,94,single,wild,O1552
117,16,M703,95,single,wild,O1553
59,16,M900,97,single,wild,O1554
115,16,M596,97,single,wild,O1555
29,16,M395,102,single,wild,O1556
95,16,M900,102,single,wild,O1557
73,16,M239,103,single,wild,O1558
27,16,M315,104,single,wild,O1559
65,16,M395,104,single,wild,O1560
7,16,M596,106,single,wild,O1561
71,16,M900,113,single,wild,O1562
77,16,M395,116,single,wild,O1563
39,16,M315,117,single,wild,O1564
